datetime,precipitation,cloud_cover,sunshine,temperature,relative_humidity,price,nuclear,hydro_run_of_river,biomass,fossil_brown_coal_/_lignite,fossil_hard_coal,fossil_oil,fossil_coal_derived_gas,fossil_gas,geothermal,hydro_water_reservoir,hydro_pumped_storage,others,waste,wind_offshore,wind_onshore,solar,load,residual_load,renewable_share_of_load,renewable_share_of_generation,austria_cbet,belgium_cbet,czech_republic_cbet,denmark_cbet,france_cbet,luxembourg_cbet,netherlands_cbet,norway_cbet,poland_cbet,sweden_cbet,switzerland_cbet,sum_cbet
2023-01-01 00:00:00+00:00,0.0,100.0,,14.925,54.75,-1.07,2459.5,1616.3,3961.1,3846.1,1799.8,304.9,606.8,1690.7,18.4,34.9,172.1,187.3,1027.4,4041.1,27670.3,0.0,37277.4,5566.1,101.5,76.5,-2.947,-1.466,-0.699,-2.537,-4.549,-0.306,-0.46,-1.3,-0.783,-0.519,-0.791,-16.357
2023-01-01 01:00:00+00:00,0.0,100.0,,14.45,55.0,-1.47,2459.9,1618.8,3963.6,3872.7,1797.1,306.0,573.0,1671.8,18.2,36.8,103.4,187.2,1022.6,3629.8,26598.7,0.0,36371.1,6142.5,99.9,75.9,-2.671,-0.571,-0.508,-2.736,-4.065,-0.301,-0.17,-1.3,-0.465,-0.519,-0.703,-14.008
2023-01-01 02:00:00+00:00,0.0,96.75,0.0,14.2,56.0,-5.08,2461.1,1611.8,3984.3,3823.1,1795.6,306.0,599.3,1716.8,18.1,74.8,208.4,187.3,1029.7,3288.4,25696.8,0.0,35625.3,6640.1,98.7,75.1,-3.044,-1.207,-0.778,-2.546,-3.407,-0.298,0.032,-1.309,-0.825,-0.519,-0.642,-14.542
2023-01-01 03:00:00+00:00,0.0,93.75,0.0,13.8,58.5,-4.49,2464.7,1607.0,4004.1,3825.6,1794.1,306.0,614.2,1645.6,18.1,29.2,111.7,187.2,1020.8,3392.6,26335.2,4.0,35655.0,5923.3,100.6,75.7,-2.561,-0.107,-0.402,-2.677,-4.739,-0.305,0.173,-1.318,-0.373,-0.519,-0.789,-13.618
2023-01-01 04:00:00+00:00,0.0,87.5,0.0,13.65,59.5,-5.4,2464.2,1604.2,4050.8,3773.7,1796.6,306.0,604.4,1678.6,18.2,24.0,107.2,187.2,1019.1,3387.0,25949.5,2.3,35195.6,5856.8,100.9,75.6,-2.836,-0.305,-0.604,-2.573,-4.272,-0.292,0.182,-1.376,-0.539,-0.519,-0.595,-13.729
2023-01-01 05:00:00+00:00,0.0,81.25,0.0,13.75,58.5,-5.02,2464.7,1595.0,4084.9,3818.9,1793.5,306.0,622.8,1676.1,18.2,74.7,145.4,187.4,1022.3,3576.6,26254.6,1.9,35834.4,6001.4,100.7,75.7,-2.522,0.07,-0.423,-2.625,-5.594,-0.305,-0.102,-1.396,-0.604,-0.519,-0.796,-14.815
2023-01-01 06:00:00+00:00,0.0,71.75,0.0,13.875,57.5,-1.3,2463.6,1590.8,4137.3,3788.4,1794.9,306.0,619.3,1691.9,18.5,92.9,86.9,187.6,1040.5,3119.4,25766.6,15.6,36244.5,7342.9,97.2,75.4,-2.431,0.202,-0.293,-2.412,-4.619,-0.32,0.129,-1.376,-0.459,-0.519,-0.772,-12.869
2023-01-01 07:00:00+00:00,0.0,93.75,7.0,13.775,59.0,-1.44,2466.3,1609.5,4182.5,3765.8,1808.6,304.1,629.2,1697.2,18.1,52.6,53.6,187.5,1028.9,3474.6,24514.1,2191.2,38084.0,7904.0,95.9,76.1,-2.093,0.042,-0.278,-2.585,-5.622,-0.284,0.199,-1.357,-0.525,-0.519,-0.76,-13.782
2023-01-01 08:00:00+00:00,0.0,100.0,15.0,14.175,57.5,-1.09,2465.2,1622.3,4200.5,3812.1,1764.4,308.7,548.9,1685.0,17.1,48.6,251.9,187.5,1016.7,3417.8,23676.5,5464.0,39905.7,7347.4,97.5,77.1,-2.087,-1.706,-0.303,-2.877,-4.255,-0.299,0.074,-1.329,-0.55,-0.519,-0.786,-14.636
2023-01-01 09:00:00+00:00,0.0,100.0,15.0,14.3,58.5,-1.07,2461.5,1621.0,4211.3,3820.0,1763.3,307.9,558.9,1681.0,16.3,146.4,240.8,187.5,1020.0,3445.4,22164.5,8081.7,42612.8,8921.1,94.3,77.6,-2.087,-0.667,-0.39,-2.816,-3.063,-0.315,-0.804,-1.338,-0.719,-0.519,-0.787,-13.505
2023-01-01 10:00:00+00:00,0.0,100.0,16.75,15.2,56.75,-1.07,2462.2,1623.9,4168.5,3811.5,1785.4,307.9,576.7,1689.1,15.7,105.4,473.0,187.4,1031.5,3564.8,21453.0,9092.1,44353.6,10243.7,91.3,77.4,-2.119,-0.719,-0.426,-2.729,-1.888,-0.327,-0.729,-1.338,-0.788,-0.519,-0.799,-12.381
2023-01-01 11:00:00+00:00,0.0,90.5,30.0,15.425,55.0,-0.79,2456.1,1618.5,4158.6,3911.4,1802.3,307.9,598.2,1668.0,15.3,33.2,161.8,187.5,1039.3,3972.0,20007.6,8804.2,43943.8,11160.1,89.0,77.1,-2.066,-1.023,-0.487,-2.727,-0.518,-0.324,-0.369,-1.357,-0.92,-0.519,-0.781,-11.092
2023-01-01 12:00:00+00:00,0.0,81.0,29.5,15.475,54.75,-0.27,2455.5,1601.6,4041.2,4055.2,1812.4,307.9,595.3,1695.2,15.3,41.1,346.7,187.4,1051.8,6149.3,19810.1,6324.0,43237.4,10954.0,89.0,76.2,-2.247,-1.1,-0.574,-2.092,-0.016,-0.298,-0.591,-1.386,-0.925,-0.519,-0.61,-10.358
2023-01-01 13:00:00+00:00,0.0,71.75,26.0,14.975,56.75,0.85,2451.4,1585.9,4238.7,4061.9,1815.3,307.9,638.2,1691.0,15.5,65.7,640.0,187.4,1051.8,6714.7,20738.9,2960.4,43650.6,13236.6,84.3,74.9,-2.473,-0.424,-0.718,-1.393,0.526,-0.3,-1.012,-1.4,-0.713,-0.43,-0.394,-8.73
2023-01-01 14:00:00+00:00,0.0,71.75,21.25,14.025,60.25,23.53,2451.3,1572.3,4334.5,4236.7,2026.2,307.9,627.7,1802.0,16.4,44.7,711.3,187.4,1014.9,6675.4,20467.8,331.4,44617.7,17143.0,76.0,72.5,-2.576,0.562,-0.617,-0.647,1.47,-0.311,-1.354,-1.357,-0.35,0.0,-0.011,-5.192
2023-01-01 15:00:00+00:00,0.025,81.0,5.5,12.925,68.0,36.54,2455.9,1578.3,4437.1,4140.9,2036.7,307.9,609.4,1763.8,17.5,111.5,2191.2,187.3,1055.6,6593.9,18904.3,2.8,48158.8,22657.7,66.7,69.3,-2.275,0.591,-0.165,-0.447,3.148,-0.345,-1.277,-1.367,-0.541,0.0,-0.011,-2.689
2023-01-01 16:00:00+00:00,0.325,84.25,0.0,11.725,75.5,46.03,2457.7,1575.5,4463.1,4498.6,2007.6,307.9,619.4,1871.4,18.3,37.1,3250.8,187.3,1065.7,6289.4,18710.1,2.4,49294.4,24292.5,64.1,66.7,-2.072,1.997,-0.346,-0.64,2.309,-0.353,-1.704,-1.367,-0.164,0.056,1.342,-0.942
2023-01-01 17:00:00+00:00,0.2,81.25,0.0,11.525,77.75,55.57,2458.7,1572.7,4421.5,4487.0,2126.6,307.9,596.2,1837.5,18.5,77.7,3032.6,194.4,1054.9,6205.3,18145.0,1.9,48286.6,23934.5,64.1,66.5,-1.552,0.924,-0.038,-0.818,2.014,-0.332,-2.14,-1.367,-0.026,0.303,1.627,-1.405
2023-01-01 18:00:00+00:00,0.2,100.0,0.0,11.525,77.0,54.95,2461.0,1569.2,4348.4,4497.4,1984.6,307.9,617.2,1857.0,18.7,56.7,2000.4,187.3,1060.8,5633.1,18462.8,1.9,46039.4,21941.6,66.4,67.9,-1.544,1.306,-0.036,-1.138,1.933,-0.3,-1.872,-1.4,-0.209,0.304,1.167,-1.789
2023-01-01 19:00:00+00:00,0.2,100.0,0.0,11.775,75.0,49.23,2460.6,1566.1,4284.5,4540.0,1677.4,307.9,622.8,1810.8,18.7,14.4,1308.5,187.4,1050.9,6167.9,18862.3,2.6,43705.3,18672.5,71.9,70.0,-1.342,1.125,-0.333,-0.965,2.267,-0.275,-2.156,-1.4,-0.266,0.0,0.283,-3.062
2023-01-01 20:00:00+00:00,0.0,100.0,,11.5,76.25,44.99,2461.2,1564.2,4204.5,4496.9,1684.9,304.1,566.9,1832.1,18.8,68.2,1377.1,187.5,1058.8,5602.5,17727.9,0.0,43250.8,19920.3,68.6,68.8,-1.752,1.689,-0.18,-1.227,1.989,-0.294,-2.046,-1.357,-0.076,0.0,0.557,-2.696
2023-01-01 21:00:00+00:00,0.15,95.66666666666669,,10.7,79.75,45.96,2460.2,1552.2,4126.8,4591.1,1654.5,304.3,639.8,1861.0,18.8,33.0,842.1,187.6,1057.7,4954.7,17090.8,0.0,40478.5,18432.9,69.8,68.3,-1.743,-1.053,0.076,-1.338,2.433,-0.271,-1.38,-1.367,-0.245,0.0,0.506,-4.383
2023-01-01 22:00:00+00:00,0.0,95.66666666666669,,10.675,78.0,35.0,2463.5,1554.2,4009.4,4718.4,1754.7,306.0,670.0,1938.3,19.2,58.2,30.1,186.4,1057.3,3880.4,17444.7,0.0,37489.8,16164.7,73.3,68.5,-1.576,-1.153,0.074,-0.765,3.208,-0.274,-1.024,-1.4,0.216,0.0,-0.759,-3.453
2023-01-01 23:00:00+00:00,0.0,70.66666666666667,,10.975,76.25,57.91,2459.5,1576.1,3993.9,4728.0,1741.2,306.0,570.6,1877.4,19.1,73.1,190.5,186.5,1051.3,1930.3,17993.5,0.0,35661.9,15738.1,73.1,67.4,-1.604,0.221,0.006,-1.836,2.939,-0.263,-0.188,-1.4,0.078,0.0,-0.397,-2.445
2023-01-02 00:00:00+00:00,0.025,83.0,,10.45,80.75,51.67,2461.3,1577.9,3974.2,4739.8,1778.5,306.0,575.9,1917.6,19.2,96.4,99.7,186.4,1033.9,1369.1,19188.5,0.0,35378.6,14820.9,75.5,67.9,-1.728,1.184,0.001,-2.272,1.571,-0.254,-0.448,-1.4,0.055,0.0,-0.327,-3.619
2023-01-02 01:00:00+00:00,0.025,100.0,,10.425,80.5,52.93,2459.7,1580.1,3969.0,4789.9,1774.4,306.0,616.3,1912.9,19.4,96.1,95.5,186.4,1021.7,917.4,20792.7,0.0,35796.7,14086.6,77.8,68.7,-1.583,1.248,0.004,-2.872,2.486,-0.258,-1.179,-1.4,0.083,0.0,-0.201,-3.671
2023-01-02 02:00:00+00:00,0.0,84.25,0.0,10.425,80.0,44.09,2459.4,1579.4,4003.3,5114.2,1811.5,306.0,618.6,1939.3,19.6,111.2,97.4,186.4,1027.7,705.7,22808.7,0.0,36948.8,13434.4,80.4,69.4,-2.243,0.888,-0.464,-2.604,2.442,-0.272,-1.177,-1.4,-0.479,0.0,-0.184,-5.493
2023-01-02 03:00:00+00:00,0.0,100.0,0.0,10.775,77.75,50.08,2457.4,1584.2,4063.5,6239.0,1869.7,306.0,625.1,1974.0,18.9,103.9,85.1,189.2,1004.0,736.2,23966.7,2.1,39499.6,14794.7,78.3,68.4,-1.854,-0.369,-0.23,-3.158,3.932,-0.325,-1.134,-1.4,-0.139,0.0,-0.59,-5.266
2023-01-02 04:00:00+00:00,0.0,93.5,0.0,11.075,75.75,69.72,2461.5,1559.7,4145.6,7171.3,1959.6,306.0,592.2,2185.3,18.4,70.6,84.0,190.0,1061.6,1087.8,25762.2,2.0,45004.1,18152.0,73.6,68.1,-2.459,0.639,-0.301,-2.66,4.022,-0.382,-1.628,-1.4,-0.735,0.005,-0.647,-5.546
2023-01-02 05:00:00+00:00,0.025,100.0,0.0,11.075,75.0,105.08,2461.9,1559.8,4280.5,9612.0,2341.8,306.0,588.8,2352.4,18.0,23.8,485.3,193.9,1042.4,1219.2,26914.8,2.5,50416.8,22280.2,68.4,64.6,-1.709,-0.648,-0.474,-2.346,2.828,-0.453,-1.923,-0.897,-0.469,0.0,-0.755,-6.848
2023-01-02 06:00:00+00:00,0.075,81.25,0.0,10.875,77.5,140.64,2463.4,1561.9,4383.2,10580.1,2512.5,306.0,603.7,2433.2,17.9,34.1,871.9,193.8,1071.2,1529.9,28558.8,10.2,55553.6,25454.6,65.9,64.1,-2.249,-1.944,-0.639,-1.941,3.24,-0.499,-1.612,-0.511,-0.53,0.0,-0.8,-7.485
2023-01-02 07:00:00+00:00,0.05,75.0,6.5,11.1,77.25,145.98,2461.5,1582.6,4460.2,11426.5,2729.1,306.0,594.2,2589.0,17.7,45.5,1058.7,193.8,1096.1,1965.3,29038.7,1742.0,57175.4,24429.4,68.9,64.2,-2.243,-1.953,-0.81,-2.24,2.237,-0.504,-2.519,-0.559,-1.114,0.0,-0.799,-10.504
2023-01-02 08:00:00+00:00,0.075,90.25,15.0,11.375,79.25,147.05,2465.2,1607.2,4455.8,12339.5,2990.6,306.0,591.1,2722.8,17.4,112.8,2216.8,199.2,1099.8,2097.2,27581.1,4402.3,58576.7,24496.1,69.6,62.6,-1.776,-1.48,-0.502,-2.755,0.352,-0.516,-3.738,-1.159,-0.964,0.0,-0.799,-13.337
2023-01-02 09:00:00+00:00,0.1,71.75,15.0,12.45,73.25,145.61,2466.2,1616.9,4439.7,12555.7,3231.9,306.0,584.2,2762.4,16.6,110.2,1624.0,210.7,1088.7,2867.0,25878.1,6755.8,59797.7,24296.9,70.6,63.4,-1.845,-1.532,-0.649,-2.198,0.759,-0.536,-3.785,-1.205,-1.19,0.0,-0.793,-12.974
2023-01-02 10:00:00+00:00,0.0,93.5,13.25,13.25,68.0,143.35,2463.8,1633.6,4393.5,12616.4,3069.5,306.0,595.6,2699.1,16.2,43.4,1051.4,209.0,1093.4,3281.1,25531.9,7564.8,61726.9,25349.1,69.6,64.6,-2.242,-0.48,-0.706,-2.523,0.847,-0.553,-2.278,-0.885,-0.859,0.0,-0.788,-10.467
2023-01-02 11:00:00+00:00,0.65,96.75,7.5,12.4,71.25,144.38,2461.9,1612.8,4367.3,12974.0,3049.2,306.0,594.7,2481.7,16.2,57.0,329.8,235.9,1112.3,3990.4,24912.6,6667.5,60951.7,25381.2,69.1,64.7,-2.447,-0.783,-1.08,-2.705,2.241,-0.548,-1.563,-0.947,-1.362,0.0,-0.798,-9.991
2023-01-02 12:00:00+00:00,0.025,96.75,3.75,12.425,70.75,143.76,2458.8,1587.0,4371.7,13159.9,3271.3,306.0,626.5,2595.6,16.4,41.1,316.8,236.0,1089.2,5314.5,23765.7,4290.2,59333.3,25963.0,67.2,62.9,-2.034,-0.551,-0.694,-1.679,1.345,-0.542,-2.397,-1.07,-0.775,0.0,-0.672,-9.07
2023-01-02 13:00:00+00:00,0.025,100.0,1.75,12.075,71.0,148.2,2458.7,1574.4,4428.0,13363.1,3317.6,306.0,614.9,2932.1,16.2,31.9,188.8,250.8,1094.9,5953.8,22408.6,1696.1,59491.2,29432.7,61.6,60.4,-1.7,-0.263,-0.568,-1.59,1.925,-0.533,-2.347,-0.852,-0.498,0.0,-0.971,-7.397
2023-01-02 14:00:00+00:00,0.05,100.0,0.0,11.675,73.0,155.34,2458.3,1575.9,4558.1,13355.2,3475.0,306.0,631.3,3076.4,16.8,47.8,735.8,250.9,1114.3,6151.2,22001.3,148.7,59180.4,30879.1,59.2,58.5,-2.037,-1.653,-0.55,-1.881,2.773,-0.536,-1.504,-0.767,-0.33,0.0,-0.993,-7.478
2023-01-02 15:00:00+00:00,0.075,100.0,0.0,11.3,74.75,162.89,2456.9,1592.4,4678.5,13398.1,3666.4,306.0,616.8,3230.9,17.1,42.7,4671.3,251.0,1115.9,6438.5,21033.8,2.3,61244.7,33770.2,56.1,54.0,-2.351,-1.906,-0.604,-1.555,2.17,-0.563,-1.806,-0.173,-0.384,0.0,-1.182,-8.354
2023-01-02 16:00:00+00:00,0.025,96.75,0.0,10.925,75.25,170.0,2457.3,1601.4,4716.9,13366.9,3786.9,306.0,494.7,3238.3,17.5,54.6,5717.2,251.3,1114.0,6236.8,22084.5,3.2,61073.7,32749.2,57.7,53.8,-2.061,-1.996,-0.322,-0.086,-0.071,-0.563,-2.34,0.24,-0.227,0.0,-1.17,-8.596
2023-01-02 17:00:00+00:00,0.025,100.0,0.0,10.4,75.75,174.74,2456.3,1612.8,4676.2,13381.4,3870.8,306.0,553.0,3209.0,17.4,109.7,5194.5,251.6,1113.5,6184.5,22053.9,2.0,60153.5,31913.0,58.5,54.1,-1.639,-1.521,-0.388,1.271,-1.865,-0.542,-2.242,0.79,-0.501,0.0,-1.019,-7.656
2023-01-02 18:00:00+00:00,0.2,90.5,0.0,9.975,75.25,164.46,2459.4,1626.2,4550.8,13390.1,3774.9,306.0,508.1,3220.0,17.7,31.0,2039.4,251.8,1113.2,5741.1,21202.5,1.6,57685.8,30740.5,58.4,55.9,-1.546,-1.227,0.109,0.773,-2.16,-0.508,-2.437,0.744,0.029,0.0,-0.717,-6.939
2023-01-02 19:00:00+00:00,0.025,96.75,0.0,9.725,76.5,153.0,2456.6,1636.7,4401.6,13432.3,3552.0,306.0,531.6,3103.4,18.0,50.4,966.1,251.8,1103.9,5776.1,20584.7,1.6,54222.8,27860.3,60.8,56.7,-1.637,-0.711,0.119,0.227,-2.59,-0.46,-2.604,0.144,0.073,0.0,-0.994,-8.433
2023-01-02 20:00:00+00:00,0.0,95.66666666666669,,9.275,76.5,141.67,2457.4,1646.7,4278.0,13460.7,3382.2,306.0,539.1,3020.0,18.5,89.9,418.6,251.9,1110.3,5235.1,19351.1,0.0,51375.0,26788.9,60.6,56.0,-1.742,-0.185,-0.324,0.498,-2.392,-0.469,-2.563,-0.456,-0.388,0.152,-1.01,-8.878
2023-01-02 21:00:00+00:00,0.0,95.66666666666669,,8.899999999999999,78.25,134.91,2457.2,1662.2,4251.4,13441.5,2971.9,306.0,539.4,2928.1,18.5,100.0,201.9,252.0,1095.5,5018.7,18871.4,0.0,48110.7,24220.7,63.3,56.2,-1.589,-1.591,2.398,0.367,-4.822,-0.435,-3.189,-1.056,0.464,0.615,-1.007,-9.845
2023-01-02 22:00:00+00:00,0.0,70.66666666666667,,8.4,81.0,124.22,2457.9,1682.5,4169.9,13022.3,2998.3,306.0,698.0,2715.0,18.3,30.0,201.5,249.9,1148.8,4359.8,18138.5,0.0,45210.2,22711.8,64.0,55.4,-1.54,-2.0,0.6,0.086,-2.998,-0.385,-3.054,-0.587,1.136,0.615,-0.8,-8.925
